content_id,content,subject,sentiment_value,sentiment_word
dfada5147a582083,适合在城市里开，商务之王！,,1,
bb1b1aa7f54f5056,操作感、静音很好，坐在里面很舒适。,,1,
9e260d248a3886b8,大气省油没毛病,,1,
fb6939679f0da571,外观、内饰都不错，油耗也还行，我还是满意的,,1,
8a1b4e4d788a9e5e,"大气,空间大，符合大众审美观",,1,
5bbcadd65bca6063,动力性能好、驾驶舒适、油耗不高,,1,
b4ea27f1fd09483e,外观漂亮大方，操作舒适方便，智能钥匙感觉爽。,,1,
150c9b2dc0317851,"外观沉稳大气、耐看，驾驶平稳，降噪很好，乘坐舒适,科技先进，功…",,1,
74174e2fae8097ac,1、省油（综合9升左右，三分之一高速，现跑了20000多公里）；2、…,,1,
fb6939679f0da571,外观、内饰都不错，油耗也还行，我还是满意的,,1,
8a1b4e4d788a9e5e,"大气,空间大，符合大众审美观",,1,
5bbcadd65bca6063,动力性能好、驾驶舒适、油耗不高,,1,
b4ea27f1fd09483e,外观漂亮大方，操作舒适方便，智能钥匙感觉爽。,,1,
81ae997e6292e1eb,"外观沉稳大气、耐看，驾驶平稳，降噪很好，乘坐舒适,科技先进，功能较全，尤其导航系统非常实用。",,1,
a0f554324c53b920,1、省油（综合9升左右，三分之一高速，现跑了20000多公里）；2、空调降温快；3、空间大，家庭用太好了，商用也还体面；4、发动机较静（但突然加速还是较大）。,,1,
fc4b03e6d0591fb9,中庸大气，可商用亦可家用,,1,
8898a4fd5b497585,设计人性化，比较方便。内饰加工细致，动力强劲，比较省油，外观中庸大气，符合国人审美观,,1,
ad7afe83b3900da8,空间相对宽大,,1,
7b94aa343238252b,空间、外形、配置,,1,
98a9c3bf0cde9f99,美观、大方，操作方便。,,1,
8d0af23ab63fe3c2,锐字：操控好，总体质量好；开没瑞：空间大，配置高,,1,
89637898854af276,抵制抵制抵制抵制抵制抵制抵制抵制抵制抵制抵制抵制抵制抵制抵制抵制抵制抵制抵制抵制抵制抵制,,1,
0d319441e7528513,内饰还不错,,1,
8423dd3a21a6433f,外观漂亮,,1,
9a4e1ce9267ed7bc,整体不错,,1,
0d76712a7f73a820,空间大,,1,
f80c9a87f32914e0,空间大，动力强、价格公道,,1,
503da7f3b642b615,性价比高,,1,
34d981fd7e91f861,变态大,,1,
ebe24d106eb01f99,好开，宽大。毛病很少。开长途不太累。,,1,
1b79ddeeba4f0686,大，真大，还是大,,1,
d03a7f9871acbcc9,油耗低，空间大,,1,
dd7337e86aa94533,空间可以,,1,
54acd8941a76b559,外观大气,,1,
80e9f95c2339894c,空间大、毛病少、气派,,1,
0422d99e72b53710,除了大没别的,,1,
a1c462936508f276,空间大，小毛病少,,1,
44e695b55fce66e4,省油、空间大,,1,
cedec9afa08e4905,外形大气、内部空间宽敞,,1,
c10574fd5cf0078f,12月31号在深圳提车，东莞“车族”加装踏板、遮雨板1300元。虽然…,,1,
5085f8c289aeeca5,外观大气，省油。,,1,
87eef3b76190db4f,个子大,,1,
67f142bc7448bf79,空间大 操控性好,,1,
19ec51d5bd5fc832,没有,,1,
736bac3deb1c647b,空间大，符合我185以上身高；外表有力量感；2。7发动机轻送拖起1…,,1,
d9a87db9d82312c7,12月31号在深圳提车，东莞“车族”加装踏板、遮雨板1300元。虽然等待期漫长的令人烦躁，但提车时的快乐难以言表，元旦清晨5：00东莞出发晚8：00抵达合肥市行程1230km导航推荐行程，93的油，综合油耗8.9升，转速在2200以内，时速最高达130km，85%高速。全程行驶平稳，乘驾舒适。比较满意。,,1,
5085f8c289aeeca5,外观大气，省油。,,1,
87eef3b76190db4f,个子大,,1,
67f142bc7448bf79,空间大 操控性好,,1,
19ec51d5bd5fc832,没有,,1,
04b4b9745bc1e49b,空间大，符合我185以上身高；外表有力量感；2。7发动机轻送拖起1。8吨车身。,,1,
368d518abbd4a772,个大,,1,
9e5043480504136c,大气，有力度,,1,
a7606853f5422105,平均油耗9.6升，其中高速近600公里，油耗8.8；县乡公路9.7；义乌市区12（红绿灯较多但不堵），一般堵13.5.显示油耗基本精确，只比实际低3%左右。,,1,
32af7e78b743e228,大，同规格比 相对省油，车型经过了海外市场的考验,,1,
fb6cfbef192033d7,空间大，隔音不错，坐上去很舒服.第一眼看上去很好看，不过不经看。,,1,
3ba067bb8b4edc37,太多,,1,
2b110ed63a7faa9c,丰田很厉害全网和谐掉不能爬坡,,1,
d4ec39622a036e03,外表大,,1,
458c35ae2c42fff9,空间比较大，可以多用途,,1,
06aa7496b7b30c8a,科技感很强，内饰漂亮，外观大气，HUD很炫,,1,
e318a2c11ec18050,科技先进,,1,
06aa7496b7b30c8a,科技感很强，内饰漂亮，外观大气，HUD很炫,,1,
e318a2c11ec18050,科技先进,,1,
82aed039f2889db1,空间大。有点上档次,,1,
ca9661d8754e97fa,前脸大气,,1,
e68abc13d34f7b98,美观大气豪华,,1,
d38064f42ce7ee8d,外观流线，有运动感，体型修长；科技感较强。,,1,
523842fa526ee7fe,配置丰富,,1,
8a96d3dea67afe69,外观设计很漂亮，流线型好。,,1,
d89156ce61fb05dd,配置好,,1,
6387d84e6b9956f7,年轻帅气，动力空间增加,,1,
57801dbfa5cd03aa,很多，最突出的是豪华、大气、舒适,,1,
2027a96afde65c3b,外观，内饰,,1,
9df84b8cbd209dd0,舒适大气安全内外兼修内饰超值配置丰富,,1,
95ae2312df438dab,大气，舒适,,1,
3c8958d77b727f65,室内宽敞房,,1,
ee660ecc7ae46d84,安全、功能齐、价格合理,,1,
25c963a391ad3ed4,外观大气，舒适，安全，并不费油,,1,
19ec51d5bd5fc832,没有,,1,
54acd8941a76b559,外观大气,,1,
8dbc93d586c73980,大气的外形，细致的内饰，良好的隔音效果，空间大。,,1,
e8807cf220a7239c,外观不错,,1,
61d5450b658d9f26,大气、配置高,,1,
aaea94b1abc59b15,内饰豪华漂亮，内外大气，稳重，很有安全感，车内宽敞，导航很好…,,1,
ee660ecc7ae46d84,安全、功能齐、价格合理,,1,
25c963a391ad3ed4,外观大气，舒适，安全，并不费油,,1,
19ec51d5bd5fc832,没有,,1,
54acd8941a76b559,外观大气,,1,
8dbc93d586c73980,大气的外形，细致的内饰，良好的隔音效果，空间大。,,1,
e8807cf220a7239c,外观不错,,1,
61d5450b658d9f26,大气、配置高,,1,
ec259021f1c7cae1,内饰豪华漂亮，内外大气，稳重，很有安全感，车内宽敞，导航很好用啊，比朋友开的雷克萨斯的好用多啦，我用的北京，不知道为什么有些帖子说不好用，科技感很强，很现代化，也很人性化,,1,
29c85e0fa1369d32,配置高，外形好,,1,
9e8339228dde3532,车子不错，感觉比较理想,,1,
a556f328f632bd83,大气，空间宽敞，后排舒适,,1,
a889656035b929cd,无,,1,
9fe890295b7d5be0,配置很高,,1,
956b3398f0958516,科技感,,1,
ff7dd016170b285a,界面美观、简洁实用,,1,
b2e2bd3fe8159252,是豪华品牌吗,,1,
b2e2bd3fe8159252,是豪华品牌吗,,1,
8c5ab2485ebda34a,太美那,,1,
8a15913201a30a27,易操控，动力足。,,1,
b2e2bd3fe8159252,是豪华品牌吗,,1,
8a15913201a30a27,易操控，动力足。,,1,
8c5ab2485ebda34a,太美那,,1,
c15b2010bbf4b931,"车身宽大点,音响还好",,1,
ec147c6706492d98,款式新颖、车身大气、动力强劲、油耗较低,,1,
e2669c036f4d57e3,动力、操控性,,1,
c5d2937f9a91b349,车内空间较大，坐着舒服，,,1,
c15b2010bbf4b931,"车身宽大点,音响还好",,1,
ec147c6706492d98,款式新颖、车身大气、动力强劲、油耗较低,,1,
e2669c036f4d57e3,动力、操控性,,1,
c5d2937f9a91b349,车内空间较大，坐着舒服，,,1,
3be877461f5c6871,配置很高，动力很强，价格适中,,1,
6e049c05f163f576,全面优秀！,,1,
e7f80e5c99cb7244,外观、内饰、,,1,
4f56ff70050c2c8d,厚重中透出现代、时尚,,1,
5d010aa2d1f08974,外形气场十足,,1,
c6b2007c8a67050a,高大、豪华,,1,
794761090725dd83,"性价比高,动力,内饰,豪华度是卖点",,1,
e2669c036f4d57e3,动力、操控性,,1,
6e049c05f163f576,全面优秀！,,1,
ec147c6706492d98,款式新颖、车身大气、动力强劲、油耗较低,,1,
c6b2007c8a67050a,高大、豪华,,1,
5d010aa2d1f08974,外形气场十足,,1,
e7f80e5c99cb7244,外观、内饰、,,1,
e2669c036f4d57e3,动力、操控性,,1,
6e049c05f163f576,全面优秀！,,1,
ec147c6706492d98,款式新颖、车身大气、动力强劲、油耗较低,,1,
c6b2007c8a67050a,高大、豪华,,1,
5d010aa2d1f08974,外形气场十足,,1,
e7f80e5c99cb7244,外观、内饰、,,1,
794761090725dd83,"性价比高,动力,内饰,豪华度是卖点",,1,
4f56ff70050c2c8d,厚重中透出现代、时尚,,1,
3be877461f5c6871,配置很高，动力很强，价格适中,,1,
c5d2937f9a91b349,车内空间较大，坐着舒服，,,1,
c15b2010bbf4b931,"车身宽大点,音响还好",,1,
bb7ce330a6670908,前脸与中控升级,,1,
becfa686711d6984,外形大气,,1,
4bbd69933813af1d,目前领先的发动机。扎实.操控一流。无异味。,,1,
6e012c1d2df70014,大气、有老板风范,,1,
90eba0871e7d6315,功能还凑合,,1,
e587dad84735fd8f,真当国内钱多人傻,,1,
d22d9fb9a5d08093,一贯的含蓄大气,,1,
e587dad84735fd8f,真当国内钱多人傻,,1,
6e012c1d2df70014,大气、有老板风范,,1,
d22d9fb9a5d08093,一贯的含蓄大气,,1,
90eba0871e7d6315,功能还凑合,,1,
bb7ce330a6670908,前脸与中控升级,,1,
e587dad84735fd8f,真当国内钱多人傻,,1,
6e012c1d2df70014,大气、有老板风范,,1,
d22d9fb9a5d08093,一贯的含蓄大气,,1,
90eba0871e7d6315,功能还凑合,,1,
bb7ce330a6670908,前脸与中控升级,,1,
4bbd69933813af1d,目前领先的发动机。扎实.操控一流。无异味。,,1,
becfa686711d6984,外形大气,,1,
5bb878be49283cd5,没优点,,1,
c636fe06b92e9c55,皮厚结实，高速平稳,,1,
456373b798726d7f,样子看上去厚实点,,1,
7e10c9f386b1c652,小红科很漂亮，行驶2200公里，平均油耗6.2,,1,
947e9cef12a47d78,外观操控内空还好,,1,
98a697ed27a5da8c,找不到,,1,
f7ef6a1f6542b82f,时尚安全,,1,
0d17fa8e2c8b6196,没发现,,1,
99cedbfa8c08f7f8,外观好看，空间大，行驶平衡,,1,
4032c8eeee4f84a4,小毛病少，操控舒适，,,1,
0a56e0a89472d9d4,开着舒服,,1,
c46940928ee85a55,提速慢,,1,
63e6d5c4192b48d9,还行吧,,1,
3fe0d33f9b177a83,车还可以,,1,
9a05edc76c2fae4c,酷+帅,,1,
26438e5175cf22a9,外形漂亮 内饰感觉不错,,1,
8d332ecc8e1c565f,外形漂亮~大灯好像MM画的眼线~~灵的,,1,
21837e23906299de,外观好，价格较低，油耗还理想,,1,
26438e5175cf22a9,外形漂亮 内饰感觉不错,,1,
8d332ecc8e1c565f,外形漂亮~大灯好像MM画的眼线~~灵的,,1,
21837e23906299de,外观好，价格较低，油耗还理想,,1,
e203a5d3799a2cb0,外观，操纵性都还不错，稳重，安全，空间都很大。,,1,
8d32e287494f74d3,眯眯眼，外形帅气，高速稳定，内饰比较适合35岁以下人群的审美观,,1,
3de2b8c9c9376094,外形锐利、内饰精致、空间较大,,1,
d2553099b8f10a38,外观好，结构不错，发动机也不错,,1,
e98a7bb82b2d6fdd,底盘扎实，材料厚实有安全感。外观呈现肌肉感，特别喜欢他的灯很有神。操控方面，过了磨合期后操控更灵活，加速快，高速行驶车身很稳定。,,1,
aacc4b2c7c7d32c4,安全系数高，外表犀利，车身稳定。,,1,
3648d70d5ec953af,外观大气犀利，车体重安全性能高，拐弯时较稳，跑高速感觉棒极了！,,1,
803e042b4988046d,外形好看,,1,
d073d3dfb9554924,外观大气，高速稳定，转向精准。,,1,
42331058451930ee,刚买的车 说说感受 有人说起步肉 看你咋加油了  我刚买上就跑160 还行 漂移 360 都能干,,1,
572a280c5ad139d3,外形还可以,,1,
8289c1c9d76274e5,外形相当抢眼,,1,
69798047d18cff4f,基本还可以,,1,
69798047d18cff4f,基本还可以,,1,
12a6f360806d47cb,质量好，油耗方面是高了点,,1,
9d61bc0c8546dcf9,车感觉挺好,,1,
00338a18412ed759,外观造型，空间,,1,
66bf82611d3c1461,油耗高,,1,
c82e299502349a3d,不管从外观还是内在都还可以动感性很强。,,1,
a4c5e0dcca9d3f11,便宜，市场容量大配件也好买，,,1,
0d76712a7f73a820,空间大,,1,
a80959b528fb2bd7,外观和内饰，空间都不错，价格也算是亲民吧。,,1,
470834249f967ba4,外观阔气,,1,
1ef041cb037674c3,大气 有型 时尚,,1,
8945dbfe7a3db73a,优点就是高端大气上档次   价格低,,1,
46dd16c14e6b5519,外观好看,,1,
cbd9e7f89393a842,外观漂亮 空间大 适合家用,,1,
d0ca18a421033af7,配置比较高,,1,
0790ec47526a25e7,乘坐空间够大，舒适性不错,,1,
f3ad2c960bae1e5f,外观可以，内饰也还行，虽然中控台有模仿GB CRV之嫌，但整体来讲…,,1,
d9ef82c10d55337a,期待中期待中期待中期待中,,1,
1c42fdcf7d23de66,外观，配置都不错，稳定性不错，比较省油,,1,
ec02ab04a6b6918d,省油，避震效果较好。,,1,
0790ec47526a25e7,乘坐空间够大，舒适性不错,,1,
2a28008fc40c79fa,外观可以，内饰也还行，虽然中控台有模仿GB CRV之嫌，但整体来讲符合大众审美。,,1,
d9ef82c10d55337a,期待中期待中期待中期待中,,1,
1c42fdcf7d23de66,外观，配置都不错，稳定性不错，比较省油,,1,
ec02ab04a6b6918d,省油，避震效果较好。,,1,
63e41dfb1d5c566b,中国品牌，外形好，质量可靠,,1,
803e042b4988046d,外形好看,,1,
951acd426ff7c13a,样子好看,,1,
a9fd4ffc785d4c2d,外观和空间是我最喜欢的，关注了八个月终于下手了，十三万左右的SUV对得住这个价格。,,1,
a5e89c637fa43c83,市场保有量多,,1,
39a5162a1a33a76d,外观比较结实  霸气,,1,
16b835b580263881,外观时尚,,1,
3ab0c7d482863b12,外观很漂亮，时尚而不张扬。,,1,
fe95e17631242c23,漂亮,,1,
d5d9f81e54f52afd,销售量大,,1,
7898d5b1e24f10e7,动力足，空间大，操纵较好，油耗平均9左右，,,1,
79ac253cacac65bf,大气 通过性好 空间大 性价比高,,1,
3ef87cf5cf803a01,外观好看，内饰也好,,1,
1eb941a06f488d60,国产就NO1！后期维护实惠！,,1,
5c0a9638524b7e24,外观大气，军工企业保质较好。,,1,
8423dd3a21a6433f,外观漂亮,,1,
0d76712a7f73a820,空间大,,1,
0d76712a7f73a820,空间大,,1,
e0b520093f70e6be,物美价廉,,1,
c7be20fc0afdad9a,外形好，动力可以,,1,
105b27bc417dedff,外观、内饰、操控都挺好,,1,
f24cf176e6f3c9f1,新出四驱，外观、空间、动力还行，配置到位,,1,
b4722e6ce00a9f0f,空间大，动力够,,1,
3c403be430483a06,价低，车靓，国产，配置多。,,1,
d4e9085001bee067,外观。,,1,
bdd1ca8e2fefa06b,价格太高,,1,
42022ba0ba632d2c,车型好，配置高,,1,
6a03ac7d8b35a48b,外观霸气，,,1,
e51189a41bb24a60,外观大气。。。给力,,1,
74251637f6e8938d,"外形大气,配置丰富",,1,
bdd1ca8e2fefa06b,价格太高,,1,
42022ba0ba632d2c,车型好，配置高,,1,
6a03ac7d8b35a48b,外观霸气，,,1,
e51189a41bb24a60,外观大气。。。给力,,1,
74251637f6e8938d,"外形大气,配置丰富",,1,
073e4561b449339d,车形好，配置和理,,1,
ad44f6e27390d3d9,外观整体还可以，配置丰富。,,1,
b4f01b250f54484c,动力还行,,1,
54acd8941a76b559,外观大气,,1,
0d76712a7f73a820,空间大,,1,
7c583cf46539eac4,外观并错,,1,
bd14c347c889387a,外观不错，前脸合多数人审美观，内部空间大,,1,
1eb941a06f488d60,国产就NO1！后期维护实惠！,,1,
fae4a3545904ebe5,比较大气,,1,
470920320c1c1ac7,非常喜欢此外观设计,,1,
56167b46f815209b,没有优点，上当,,1,
e49f86c3813da8e9,坑爹的是5WKM换轮胎！！！！,,1,
a84a731de3830129,宝马5系,,1,
b8d2aad72db3faf9,后驱车,,1,
565e6f51cb01f32e,外观还行,,1,
7c2abfd10f22e46b,外观好看 适合把妹子,,1,
5d12e9bc2282da05,车很稳，路感不错,,1,
52a6f4e17b7d2359,大老板,,1,
cee9eeda62b83cf6,名字好，是品牌。,,1,
280cac313155558f,高端大气上档次。,,1,
49c9c525c1390f19,超空好,,1,
24d758a7c40165d8,发动机，操控,,1,
0cd892725aa441a9,"本来挺好的,一改改成垃圾了.",,1,
8ab9bfe02d3e48f7,发动机是全国十佳发动机，2.0T的真不错!,,1,
63c0004e8b264458,内饰看起超爽~~高端大气张档次~,,1,
d39a9a6944164e93,加速快,,1,
4654cf66e41d6151,省油 8速手自一体,,1,
6049eb837cdb5753,有品牌，够档次,,1,
6170142cce28aae5,开上BMW牌子的感觉不赖，操纵感还行，提速凑合，前脸挺好，尾部难…,,1,
16853bda54120bf1,全部,,1,
d39a9a6944164e93,加速快,,1,
4654cf66e41d6151,省油 8速手自一体,,1,
6049eb837cdb5753,有品牌，够档次,,1,
2e233d8c68b90d13,开上BMW牌子的感觉不赖，操纵感还行，提速凑合，前脸挺好，尾部难看，也不费油，,,1,
16853bda54120bf1,全部,,1,
73d0a63756478617,以行了7千公里。是自我感到开得舒服，后坐更舒服，样样都轻手搞掂，又省油，加油550元97号高速跑了650公里。,,1,
966644a71b94336d,外观好看，宝马标志谁都认识，，全中国认定的高档车,,1,
fc6e237a0666baa4,安全质量有问题,,1,
2bb757f64d2a3147,5系加长后在空间上在同级别车的竞争上是有绝对优势的，V6发动机和6速变速箱的完美结合是整车在提速反应极快。整体隔音处理的也不错。在高速上超车加速还能感觉的强烈的推背感。比较喜欢。操控更有乐趣，整体感觉525LI性价比不错,,1,
60b266c166ee1724,外观不错，价格也还厚到,,1,
d149be912ec51b45,车漂亮,,1,
07c50d2bf35bbd2f,贵,,1,
56e3896474a04d44,"动力好,操控好,空间大,外观优雅,内饰豪华,性能先进,油耗低.",,1,
401dc0b681c43075,外形相当不錯!,,1,
87b734c08850e9bf,新款比老款在外观性能上都更突出，就目前数据来看应是同类中一级的,,1,
00a9c59b099d6bbf,无特别优点,,1,
d49a88fdbad35a8c,无无无无无无无,,1,
d0bc17141a6609cf,外形不错，性能稳定,,1,
d2ef83a2908514cb,比较大方设计,,1,
8423dd3a21a6433f,外观漂亮,,1,
fd8d3739d13f6e3c,外形、动力、品牌,,1,
b69e7fae0da3e931,原来性价比高！,,1,
99c882e21553de26,开的就是野帝，近３年了，回头率杠杠的。,,1,
54028fcfb5840330,和神车同平台,,1,
fab2a69fb75b281f,外形不错,,1,
e8d3405f301e5917,没有突出，也没有大的不足,,1,
0aa9bfa6f02f991e,性价比还是不错的,,1,
9f5b6eb39707e9fe,实用功能多,,1,
2d50294bb1c2d58b,大气实在,,1,
b4c0d30b225064e6,空间还可以,,1,
d0bc17141a6609cf,外形不错，性能稳定,,1,
88e80f58cede8870,外观大气  动力不错,,1,
0aa9bfa6f02f991e,性价比还是不错的,,1,
00a9c59b099d6bbf,无特别优点,,1,
b4c0d30b225064e6,空间还可以,,1,
fab2a69fb75b281f,外形不错,,1,
d5f8c260fb83a987,斯柯达耐用,,1,
d0bc17141a6609cf,外形不错，性能稳定,,1,
88e80f58cede8870,外观大气  动力不错,,1,
0aa9bfa6f02f991e,性价比还是不错的,,1,
00a9c59b099d6bbf,无特别优点,,1,
b4c0d30b225064e6,空间还可以,,1,
fab2a69fb75b281f,外形不错,,1,
d5f8c260fb83a987,斯柯达耐用,,1,
e8d3405f301e5917,没有突出，也没有大的不足,,1,
d49a88fdbad35a8c,无无无无无无无,,1,
2d50294bb1c2d58b,大气实在,,1,
9f5b6eb39707e9fe,实用功能多,,1,
30792f79b8a5fc50,外观大气，配置高,,1,
7b890457b3070f7d,也许省油,,1,
54028fcfb5840330,和神车同平台,,1,
b69e7fae0da3e931,原来性价比高！,,1,
30df967f62aae319,确实省油啊，动力完全够用.,,1,
30df967f62aae319,确实省油啊，动力完全够用.,,1,
951acd426ff7c13a,样子好看,,1,
36dc14c68a44364f,颜值高，空间大,,1,
07c7bf293e6ba826,省油，没毛病,,1,
c3159a93bca66663,外观漂亮，行驶稳当，涡轮介入后提速快。,,1,
bec27e1e615cc63e,使用方便,,1,
503da7f3b642b615,性价比高,,1,
2fe7263177b17e4d,外观和内饰很年轻,,1,
7cbce3f133802676,喜欢虚荣心的哥们就买他，中看不中用。,,1,
eae1f9de5dd5dffe,动力很好,,1,
baa5cdf7c039cd39,动力可以,,1,
20b0b5ed5f9b3b6e,动力够，操控好！,,1,
213ec51d54b46f58,车身厚重，外观较好,,1,
ba9fdd208a30ba88,厚重，其它没什么优点，费油,,1,
1cd90d15b642742c,"稳,后桥有瓦特连杆.",,1,
a7329bdcbc628d89,价格太高了........要求降价........................,,1,
1df8efe0fad3683b,外观，内饰时尚,,1,
d5e2d3b39ed719d9,外形和空间还是不错的。,,1,
47d537796cbf5672,仅仅外观好看点,,1,
42c0125133ede031,外形,,1,
ad707f539ba8e90e,外形拉风、够大气，内饰在十几万的车里显得够豪华，油耗出乎意料…,,1,
ac499e806df92d3c,新车型,,1,
a7329bdcbc628d89,价格太高了........要求降价........................,,1,
1df8efe0fad3683b,外观，内饰时尚,,1,
d5e2d3b39ed719d9,外形和空间还是不错的。,,1,
47d537796cbf5672,仅仅外观好看点,,1,
42c0125133ede031,外形,,1,
8984095faa180105,"外形拉风、够大气，内饰在十几万的车里显得够豪华，油耗出乎意料的低,车稳！",,1,
ac499e806df92d3c,新车型,,1,
66bf82611d3c1461,油耗高,,1,
ab40b376827e7b81,大气，拉风,,1,
1bdd13c1e65b4fb6,外观,,1,
547c8fc1e3e8639c,动力强，漂亮拉风，质量好,,1,
e8807cf220a7239c,外观不错,,1,
f5fc7b0428e742b4,外观，内饰还不错。,,1,
54dbd8c93de72384,车结实 好用 样子 还算可以 配置可以,,1,
e3477f73abafd4a3,外观还可以,,1,
18ab8362da06e0cb,动力组合很好,,1,
3d97646f5243c5c5,油耗高。9升百公里,,1,
0ca4e5816e88ed23,无，没有，不知道,,1,
2e97a929aafe4d03,提不上有什么很大优点，买这车肠子都悔青了,,1,
44c648a5881dc15a,还是没人家大众凌度和斯柯达明锐来得漂亮,,1,
2dff56bcb28f7c8c,也就外观还凑合,,1,
2cf595c035ac3bc3,外观一般,,1,
a154ada5ecd0b49e,外形还行,,1,
1ed316fa314cf03c,动感，大气，五星安全，,,1,
215210bd1f083402,时尚，大气，省油，作工精赞，,,1,
5872c7c0ba2428a2,时尚，大气，空间大，动力足，声音小，省油。,,1,
16401ed6b318dae0,美观大方,,1,
0d76712a7f73a820,空间大,,1,
7ba88bc271ff0cae,外观美，大气，内饰满意，内空间较大。,,1,
098235b8eb09abe0,自主车做到现在已经很牛了,,1,
349827bfd6b1768a,"标配型的合理价应在6.2万,顶配型应不超过7.3万,才会有市场竞争力…",,1,
4bbcc27731a7a639,外观还不错。我喜欢~,,1,
e2088db5a68784c9,油耗可以吗，动力家用足够，性价比高，安全5星,,1,
cf31cc023a2821aa,"标配型的合理价应在6.2万,顶配型应不超过7.3万,才会有市场竞争力!!",,1,
